id,title,description,videoUrl,position,isPublished,isFree,courseId,categoryId,createdAt,updatedAt
3317626b-0540-4ee4-b528-ae564f4e27e2,creating list component group,,b4471bfe-bc6f-4dac-986c-19fa880d1d55-2-creating-a-listgroup-component.mp4,2,true,false,b88e63e7-7eb4-4316-bb8c-bf62258fdcdc,,Fri Nov 14 2025 14:08:52 GMT+0300 (East Africa Time),Fri Nov 14 2025 14:28:15 GMT+0300 (East Africa Time)
3dcbfe2a-9128-424a-838c-8237217fde09,Fragments,,0836a8e9-686a-429d-8b0c-e2a74496b9de-3-fragments.mp4,3,true,false,b88e63e7-7eb4-4316-bb8c-bf62258fdcdc,,Fri Nov 14 2025 14:09:29 GMT+0300 (East Africa Time),Fri Nov 14 2025 14:33:05 GMT+0300 (East Africa Time)
6c8356a3-21c1-4011-9904-adf23cccef45,conditional rendering,,24b0016d-7667-451f-ab0d-d6727c681acb-5-conditional-rendering.mp4,5,true,false,b88e63e7-7eb4-4316-bb8c-bf62258fdcdc,,Fri Nov 14 2025 14:11:13 GMT+0300 (East Africa Time),Fri Nov 14 2025 14:41:58 GMT+0300 (East Africa Time)
7d353735-25cf-42a4-83da-44c9ccf37e26,handling events,,d68f5744-f3a8-4af5-b1d4-c6b87756a05b-becoming.warren.buffett.2017.720p.webrip.x264.aac-yts.mx.mp4,6,true,false,b88e63e7-7eb4-4316-bb8c-bf62258fdcdc,,Fri Nov 14 2025 14:11:26 GMT+0300 (East Africa Time),Fri Nov 14 2025 14:56:24 GMT+0300 (East Africa Time)
1bf70c4c-795b-4368-9c00-f40782eaa67d,Building components,,https://d46msoxdbl.ufs.sh/f/cYFF9DOgoq3Q62j5U4ZRFMnzPsoNSUBADbG8hJwVmCilHptf,1,true,true,b88e63e7-7eb4-4316-bb8c-bf62258fdcdc,70c38621-b319-48ca-80c8-207aa0df4943,Fri Nov 14 2025 14:07:24 GMT+0300 (East Africa Time),Sat Nov 15 2025 12:06:53 GMT+0300 (East Africa Time)
4d713a1e-86a7-41a4-b9c6-f21ecbf8b9b1,Rendering list,,https://d46msoxdbl.ufs.sh/f/cYFF9DOgoq3Qrv8m6DiANlGCxoIUjKTJeF1BtyE7Whv6rXqL,4,true,false,b88e63e7-7eb4-4316-bb8c-bf62258fdcdc,,Fri Nov 14 2025 14:10:13 GMT+0300 (East Africa Time),Sat Nov 15 2025 12:08:51 GMT+0300 (East Africa Time)
